Date,Close
20220403,1.31039
20220404,1.31123
20220405,1.30763
20220406,1.30688
20220407,1.30684
20220410,1.30295
20220411,1.30223
20220412,1.30014
20220413,1.31182
20220414,1.30639
20220417,1.30566
20220418,1.30073
20220419,1.30135
20220420,1.30678
20220421,1.30241
20220424,1.28278
20220425,1.27371
20220426,1.25811
20220427,1.25393
20220428,1.24644
20220501,1.25699
20220502,1.24991
20220503,1.24981
20220504,1.26161
20220505,1.2362
20220508,1.23252
20220509,1.23355
20220510,1.23068
20220511,1.22332
20220512,1.22042
20220515,1.22566
20220516,1.23254
20220517,1.24867
20220518,1.23437
20220519,1.24624
20220522,1.25032
20220523,1.25669
20220524,1.25409
20220525,1.25856
20220526,1.26166
20220529,1.26239
20220530,1.26452
20220531,1.26092
20220601,1.24833
20220602,1.2578
20220605,1.24897
20220606,1.25229
20220607,1.25869
20220608,1.25399
20220609,1.24922
20220612,1.22763
20220613,1.21417
20220614,1.20106
20220615,1.21744
20220616,1.23497
20220619,1.22275
20220620,1.22477
20220621,1.22635
20220622,1.22517
20220623,1.22593
20220626,1.22821
20220627,1.22659
20220628,1.21872
20220629,1.21285
20220630,1.21597
20220703,1.20997
20220704,1.2113
20220705,1.19506
20220706,1.19214
20220707,1.20286
20220710,1.20168
20220711,1.18986
20220712,1.18774
20220713,1.18635
20220714,1.18403
20220717,1.18895
20220718,1.19484
20220719,1.20018
20220720,1.19674
20220721,1.19949
20220724,1.19849
20220725,1.20531
20220726,1.2035
20220727,1.21616
20220728,1.21723
20220731,1.21673
20220801,1.22566
20220802,1.21428
20220803,1.21375
20220804,1.21578
20220807,1.20605
20220808,1.20848
20220809,1.2071
20220810,1.22106
20220811,1.21941
20220814,1.21266
20220815,1.20558
20220816,1.2094
20220817,1.20447
20220818,1.19298
20220821,1.18184
20220822,1.17648
20220823,1.18294
20220824,1.17899
20220825,1.18222
20220828,1.1688
20220829,1.17211
20220830,1.16577
20220831,1.15967
20220901,1.15463
20220904,1.14721
20220905,1.15639
20220906,1.15103
20220907,1.15215
20220908,1.15198
20220911,1.16195
20220912,1.16884
20220913,1.15018
20220914,1.15439
20220915,1.14513
20220918,1.14336
20220919,1.14442
20220920,1.13801
20220921,1.12565
20220922,1.12621
20220925,1.07924
20220926,1.07658
20220927,1.07251
20220928,1.08303
20220929,1.11707
20221002,1.11342
20221003,1.13374
20221004,1.14497
20221005,1.13554
20221006,1.11605
20221009,1.10719
20221010,1.10783
20221011,1.09632
20221012,1.11001
20221013,1.13009
20221016,1.12408
20221017,1.1351
20221018,1.13417
20221019,1.12062
20221020,1.1221
20221023,1.13351
20221024,1.13051
20221025,1.14578
20221026,1.16385
20221027,1.15638
20221030,1.15941
20221031,1.14669
20221101,1.14882
20221102,1.1383
20221103,1.11695
20221106,1.13308
20221107,1.15129
20221108,1.15507
20221109,1.13676
20221110,1.16938
20221113,1.17958
20221114,1.17507
20221115,1.18785
20221116,1.19135
20221117,1.18584
20221120,1.18841
20221121,1.18258
20221122,1.1893
20221123,1.20757
20221124,1.21115
20221127,1.20534
20221128,1.19588
20221129,1.19455
20221130,1.20744
20221201,1.22578
20221204,1.2295
20221205,1.21915
20221206,1.21321
20221207,1.22089
20221208,1.22334
20221211,1.22349
20221212,1.22686
20221213,1.2354
20221214,1.24179
20221215,1.21902
20221218,1.2159
20221219,1.21536
20221220,1.21875
20221221,1.20759
20221222,1.20366
20221225,1.20604
20221226,1.20819
20221227,1.20256
20221228,1.20277
20221229,1.20547
20230101,1.20926
20230102,1.20625
20230103,1.19657
20230104,1.20556
20230105,1.19078
20230108,1.21195
20230109,1.21832
20230110,1.21527
20230111,1.21578
20230112,1.22159
20230115,1.22222
20230116,1.22075
20230117,1.22826
20230118,1.23458
20230119,1.23916
20230122,1.24058
20230123,1.23779
20230124,1.23309
20230125,1.24097
20230126,1.24134
20230129,1.23995
20230130,1.23493
20230131,1.23078
20230201,1.23866
20230202,1.22205
20230205,1.20427
20230206,1.20254
20230207,1.20534
20230208,1.20697
20230209,1.2115
20230212,1.20506
20230213,1.21498
20230214,1.21734
20230215,1.20364
20230216,1.19735
20230219,1.20282
20230220,1.20378
20230221,1.21086
20230222,1.20463
20230223,1.20163
20230226,1.19489
20230227,1.20616
20230228,1.20326
20230301,1.20259
20230302,1.19486
20230305,1.20269
20230306,1.20244
20230307,1.18264
20230308,1.18486
20230309,1.19223
20230312,1.20747
20230313,1.21662
20230314,1.21501
20230315,1.20669
20230316,1.21089
20230319,1.21864
20230320,1.22731
20230321,1.22242
20230322,1.22768
20230323,1.22801
20230326,1.22444
20230327,1.22959
20230328,1.23298
20230329,1.23097
20230330,1.23865
